date,close,close_index,RS_INDEX,sym,sector
2024-11-21,7515.35,23349.9,0.08,NAUKRI,NIFTY 100
2024-11-21,453.35,23349.9,-0.08,PFC,NIFTY 100
2024-11-21,780.75,23349.9,0.06,SBIN,NIFTY 100
2024-11-21,6465.65,23349.9,-0.06,BAJFINANCE,NIFTY 100
2024-11-21,3178.45,23349.9,-0.08,TITAN,NIFTY 100
2024-11-21,773.95,23349.9,-0.0,DLF,NIFTY 100
2024-11-21,484.15,23349.9,-0.18,AMBUJACEM,NIFTY 100
2024-11-21,96.37,23349.9,-0.06,PNB,NIFTY 100
2024-11-21,4072.85,23349.9,-0.02,TCS,NIFTY 100
2024-11-21,911.7,23349.9,-0.18,TATACONSUM,NIFTY 100
2024-11-21,1223.0,23349.9,-0.11,RELIANCE,NIFTY 100
2024-11-21,1836.35,23349.9,0.12,HCLTECH,NIFTY 100
2024-11-21,228.5,23349.9,0.04,BANKBARODA,NIFTY 100
2024-11-21,24052.85,23349.9,-0.0,SHREECEM,NIFTY 100
2024-11-21,10954.85,23349.9,0.02,ULTRACEMCO,NIFTY 100
2024-11-21,3983.45,23349.9,-0.09,HAL,NIFTY 100
2024-11-21,6641.65,23349.9,0.08,SIEMENS,NIFTY 100
2024-11-21,325.9,23349.9,0.06,POWERGRID,NIFTY 100
2024-11-21,227.94,23349.9,-0.07,BHEL,NIFTY 100
2024-11-21,490.95,23349.9,-0.11,RECLTD,NIFTY 100
2024-11-21,6460.45,23349.9,-0.03,TRENT,NIFTY 100
2024-11-21,1525.15,23349.9,0.06,BHARTIARTL,NIFTY 100
2024-11-21,94.46,23349.9,-0.03,CANBK,NIFTY 100
2024-11-21,773.85,23349.9,-0.2,TATAMOTORS,NIFTY 100
2024-11-21,557.15,23349.9,0.16,WIPRO,NIFTY 100
2024-11-21,1702.25,23349.9,0.15,TECHM,NIFTY 100
2024-11-21,356.15,23349.9,-0.02,NTPC,NIFTY 100
2024-11-21,2382.8,23349.9,-0.13,HINDUNILVR,NIFTY 100
2024-11-21,188.3,23349.9,-0.08,GAIL,NIFTY 100
2024-11-21,6742.5,23349.9,0.05,APOLLOHOSP,NIFTY 100
2024-11-21,3101.95,23349.9,-0.03,TORNTPHARM,NIFTY 100
2024-11-21,2534.85,23349.9,-0.0,GRASIM,NIFTY 100
2024-11-21,6760.8,23349.9,-0.05,ABB,NIFTY 100
2024-11-21,2183.65,23349.9,-0.21,ADANIENT,NIFTY 100
2024-11-21,1114.65,23349.9,-0.17,ADANIPORTS,NIFTY 100
2024-11-21,1636.1,23349.9,-0.08,HAVELLS,NIFTY 100
2024-11-21,275.45,23349.9,0.04,BEL,NIFTY 100
2024-11-21,1569.25,23349.9,-0.1,BAJAJFINSV,NIFTY 100
2024-11-21,4882.1,23349.9,0.1,EICHERMOT,NIFTY 100
2024-11-21,406.0,23349.9,-0.1,COALINDIA,NIFTY 100
2024-11-21,2428.15,23349.9,-0.21,ASIANPAINT,NIFTY 100
2024-11-21,1804.7,23349.9,-0.14,ICICIGI,NIFTY 100
2024-11-21,140.22,23349.9,0.0,TATASTEEL,NIFTY 100
2024-11-21,674.4,23349.9,-0.02,HDFCLIFE,NIFTY 100
2024-11-21,678.55,23349.9,-0.04,ICICIPRULI,NIFTY 100
2024-11-21,1195.35,23349.9,-0.04,DRREDDY,NIFTY 100
2024-11-21,601.9,23349.9,-0.21,ATGL,NIFTY 100
2024-11-21,505.75,23349.9,-0.18,DABUR,NIFTY 100
2024-11-21,1780.0,23349.9,0.04,SUNPHARMA,NIFTY 100
2024-11-21,2802.2,23349.9,-0.1,SHRIRAMFIN,NIFTY 100
2024-11-21,242.15,23349.9,-0.13,ONGC,NIFTY 100
2024-11-21,1465.5,23349.9,-0.03,CIPLA,NIFTY 100
2024-11-21,408.05,23349.9,0.04,TATAPOWER,NIFTY 100
2024-11-21,282.4,23349.9,-0.13,BPCL,NIFTY 100
2024-11-21,2388.45,23349.9,-0.08,TVSMOTOR,NIFTY 100
2024-11-21,2938.05,23349.9,-0.04,PIDILITIND,NIFTY 100
2024-11-21,4803.35,23349.9,-0.14,BRITANNIA,NIFTY 100
2024-11-21,1178.7,23349.9,-0.16,GODREJCP,NIFTY 100
2024-11-21,34108.7,23349.9,0.1,BOSCHLTD,NIFTY 100
2024-11-21,1477.95,23349.9,-0.17,SBILIFE,NIFTY 100
2024-11-21,648.05,23349.9,0.05,HINDALCO,NIFTY 100
2024-11-21,442.8,23349.9,0.03,VEDL,NIFTY 100
2024-11-21,944.05,23349.9,-0.09,ZYDUSLIFE,NIFTY 100
2024-11-21,1493.05,23349.9,0.06,UNITDSPR,NIFTY 100
2024-11-21,4767.85,23349.9,-0.11,HEROMOTOCO,NIFTY 100
2024-11-21,5977.1,23349.9,0.23,DIVISLAB,NIFTY 100
2024-11-21,1204.9,23349.9,-0.16,CHOLAFIN,NIFTY 100
2024-11-21,1139.15,23349.9,0.04,AXISBANK,NIFTY 100
2024-11-21,115.22,23349.9,0.02,UNIONBANK,NIFTY 100
2024-11-21,1741.2,23349.9,0.13,HDFCBANK,NIFTY 100
2024-11-21,10420.95,23349.9,0.07,BAJAJHLDNG,NIFTY 100
2024-11-21,3622.9,23349.9,-0.28,DMART,NIFTY 100
2024-11-21,9505.0,23349.9,-0.06,BAJAJ-AUTO,NIFTY 100
2024-11-21,79.38,23349.9,-0.11,NHPC,NIFTY 100
2024-11-21,266.81,23349.9,0.08,ZOMATO,NIFTY 100
2024-11-21,626.75,23349.9,0.1,VBL,NIFTY 100
2024-11-21,476.15,23349.9,-0.2,ADANIPOWER,NIFTY 100
2024-11-21,697.25,23349.9,-0.26,ADANIENSOL,NIFTY 100
2024-11-21,1145.7,23349.9,-0.34,ADANIGREEN,NIFTY 100
2024-11-21,7515.35,23349.9,0.08,NAUKRI,NIFTY 200
2024-11-21,845.4,23349.9,0.44,PAYTM,NIFTY 200
2024-11-21,2704.8,23349.9,0.01,GODREJPROP,NIFTY 200
2024-11-21,1534.25,23349.9,-0.06,PHOENIXLTD,NIFTY 200
2024-11-21,453.35,23349.9,-0.08,PFC,NIFTY 200
2024-11-21,486.05,23349.9,-0.18,OIL,NIFTY 200
2024-11-21,780.75,23349.9,0.06,SBIN,NIFTY 200
2024-11-21,6465.65,23349.9,-0.06,BAJFINANCE,NIFTY 200
2024-11-21,103.44,23349.9,-0.12,SJVN,NIFTY 200
2024-11-21,3178.45,23349.9,-0.08,TITAN,NIFTY 200
2024-11-21,773.95,23349.9,-0.0,DLF,NIFTY 200
2024-11-21,484.15,23349.9,-0.18,AMBUJACEM,NIFTY 200
2024-11-21,96.37,23349.9,-0.06,PNB,NIFTY 200
2024-11-21,11141.9,23349.9,0.09,OFSS,NIFTY 200
2024-11-21,4072.85,23349.9,-0.02,TCS,NIFTY 200
2024-11-21,911.7,23349.9,-0.18,TATACONSUM,NIFTY 200
2024-11-21,1223.0,23349.9,-0.11,RELIANCE,NIFTY 200
2024-11-21,1836.35,23349.9,0.12,HCLTECH,NIFTY 200
2024-11-21,2027.2,23349.9,-0.12,ACC,NIFTY 200
2024-11-21,228.5,23349.9,0.04,BANKBARODA,NIFTY 200
2024-11-21,24052.85,23349.9,-0.0,SHREECEM,NIFTY 200
2024-11-21,10954.85,23349.9,0.02,ULTRACEMCO,NIFTY 200
2024-11-21,6408.35,23349.9,0.03,POLYCAB,NIFTY 200
2024-11-21,3983.45,23349.9,-0.09,HAL,NIFTY 200
2024-11-21,6641.65,23349.9,0.08,SIEMENS,NIFTY 200
2024-11-21,325.9,23349.9,0.06,POWERGRID,NIFTY 200
2024-11-21,227.94,23349.9,-0.07,BHEL,NIFTY 200
2024-11-21,490.95,23349.9,-0.11,RECLTD,NIFTY 200
2024-11-21,1713.9,23349.9,-0.04,ASTRAL,NIFTY 200
2024-11-21,6460.45,23349.9,-0.03,TRENT,NIFTY 200
2024-11-21,711.3,23349.9,0.14,CGPOWER,NIFTY 200
2024-11-21,1525.15,23349.9,0.06,BHARTIARTL,NIFTY 200
2024-11-21,76.85,23349.9,-0.1,GMRINFRA,NIFTY 200
2024-11-21,769.95,23349.9,-0.13,CONCOR,NIFTY 200
2024-11-21,14995.45,23349.9,0.29,DIXON,NIFTY 200
2024-11-21,94.46,23349.9,-0.03,CANBK,NIFTY 200
2024-11-21,808.4,23349.9,-0.11,FACT,NIFTY 200
2024-11-21,323.1,23349.9,-0.09,BIOCON,NIFTY 200
2024-11-21,773.85,23349.9,-0.2,TATAMOTORS,NIFTY 200
2024-11-21,165.86,23349.9,-0.09,BANDHANBNK,NIFTY 200
2024-11-21,557.15,23349.9,0.16,WIPRO,NIFTY 200
2024-11-21,481.3,23349.9,0.0,APOLLOTYRE,NIFTY 200
2024-11-21,201.19,23349.9,-0.15,HUDCO,NIFTY 200
2024-11-21,1702.25,23349.9,0.15,TECHM,NIFTY 200
2024-11-21,356.15,23349.9,-0.02,NTPC,NIFTY 200
2024-11-21,2382.8,23349.9,-0.13,HINDUNILVR,NIFTY 200
2024-11-21,284.4,23349.9,-0.03,ABFRL,NIFTY 200
2024-11-21,188.3,23349.9,-0.08,GAIL,NIFTY 200
2024-11-21,6742.5,23349.9,0.05,APOLLOHOSP,NIFTY 200
2024-11-21,4103.6,23349.9,-0.09,SUNDARMFIN,NIFTY 200
2024-11-21,218.9,23349.9,-0.04,ASHOKLEY,NIFTY 200
2024-11-21,253.0,23349.9,0.03,NLCINDIA,NIFTY 200
2024-11-21,3101.95,23349.9,-0.03,TORNTPHARM,NIFTY 200
2024-11-21,2534.85,23349.9,-0.0,GRASIM,NIFTY 200
2024-11-21,6760.8,23349.9,-0.05,ABB,NIFTY 200
2024-11-21,2183.65,23349.9,-0.21,ADANIENT,NIFTY 200
2024-11-21,1045.1,23349.9,0.06,TATACHEM,NIFTY 200
2024-11-21,1114.65,23349.9,-0.17,ADANIPORTS,NIFTY 200
2024-11-21,415.35,23349.9,-0.07,EXIDEIND,NIFTY 200
2024-11-21,183.01,23349.9,-0.1,ABCAPITAL,NIFTY 200
2024-11-21,1636.1,23349.9,-0.08,HAVELLS,NIFTY 200
2024-11-21,275.45,23349.9,0.04,BEL,NIFTY 200
2024-11-21,1569.25,23349.9,-0.1,BAJAJFINSV,NIFTY 200
2024-11-21,4882.1,23349.9,0.1,EICHERMOT,NIFTY 200
2024-11-21,406.0,23349.9,-0.1,COALINDIA,NIFTY 200
2024-11-21,62.94,23349.9,-0.07,IDFCFIRSTB,NIFTY 200
2024-11-21,110.59,23349.9,-0.08,SAIL,NIFTY 200
2024-11-21,1756.9,23349.9,-0.02,PATANJALI,NIFTY 200
2024-11-21,3454.4,23349.9,0.0,ESCORTS,NIFTY 200
2024-11-21,555.75,23349.9,-0.02,UPL,NIFTY 200
2024-11-21,2428.15,23349.9,-0.21,ASIANPAINT,NIFTY 200
2024-11-21,1804.7,23349.9,-0.14,ICICIGI,NIFTY 200
2024-11-21,1711.55,23349.9,-0.05,TATACOMM,NIFTY 200
2024-11-21,140.22,23349.9,0.0,TATASTEEL,NIFTY 200
2024-11-21,167.93,23349.9,-0.18,NYKAA,NIFTY 200
2024-11-21,674.4,23349.9,-0.02,HDFCLIFE,NIFTY 200
2024-11-21,678.55,23349.9,-0.04,ICICIPRULI,NIFTY 200
2024-11-21,1195.35,23349.9,-0.04,DRREDDY,NIFTY 200
2024-11-21,101.52,23349.9,-0.04,BANKINDIA,NIFTY 200
2024-11-21,1296.2,23349.9,-0.11,BHARATFORG,NIFTY 200
2024-11-21,2721.95,23349.9,-0.02,BALKRISIND,NIFTY 200
2024-11-21,601.9,23349.9,-0.21,ATGL,NIFTY 200
2024-11-21,505.75,23349.9,-0.18,DABUR,NIFTY 200
2024-11-21,217.63,23349.9,0.12,NMDC,NIFTY 200
2024-11-21,1780.0,23349.9,0.04,SUNPHARMA,NIFTY 200
2024-11-21,2802.2,23349.9,-0.1,SHRIRAMFIN,NIFTY 200
2024-11-21,3282.25,23349.9,-0.05,CUMMINSIND,NIFTY 200
2024-11-21,8210.1,23349.9,0.35,COFORGE,NIFTY 200
2024-11-21,242.15,23349.9,-0.13,ONGC,NIFTY 200
2024-11-21,1465.5,23349.9,-0.03,CIPLA,NIFTY 200
2024-11-21,6496.1,23349.9,-0.12,TATAELXSI,NIFTY 200
2024-11-21,408.05,23349.9,0.04,TATAPOWER,NIFTY 200
2024-11-21,282.4,23349.9,-0.13,BPCL,NIFTY 200
2024-11-21,2143.65,23349.9,-0.09,SRF,NIFTY 200
2024-11-21,2388.45,23349.9,-0.08,TVSMOTOR,NIFTY 200
2024-11-21,44447.7,23349.9,0.18,PAGEIND,NIFTY 200
2024-11-21,1724.95,23349.9,0.06,POLICYBZR,NIFTY 200
2024-11-21,5725.5,23349.9,0.18,PERSISTENT,NIFTY 200
2024-11-21,2690.3,23349.9,-0.22,COLPAL,NIFTY 200
2024-11-21,76.06,23349.9,-0.07,IDBI,NIFTY 200
2024-11-21,2938.05,23349.9,-0.04,PIDILITIND,NIFTY 200
2024-11-21,926.9,23349.9,-0.2,BDL,NIFTY 200
2024-11-21,4803.35,23349.9,-0.14,BRITANNIA,NIFTY 200
2024-11-21,1178.7,23349.9,-0.16,GODREJCP,NIFTY 200
2024-11-21,933.15,23349.9,-0.08,TATATECH,NIFTY 200
2024-11-21,675.05,23349.9,-0.1,SBICARD,NIFTY 200
2024-11-21,1917.35,23349.9,0.18,OBEROIRLTY,NIFTY 200
2024-11-21,4695.15,23349.9,0.77,BSE,NIFTY 200
2024-11-21,34108.7,23349.9,0.1,BOSCHLTD,NIFTY 200
2024-11-21,321.85,23349.9,0.0,PETRONET,NIFTY 200
2024-11-21,487.05,23349.9,0.08,HINDZINC,NIFTY 200
2024-11-21,1477.95,23349.9,-0.17,SBILIFE,NIFTY 200
2024-11-21,648.05,23349.9,0.05,HINDALCO,NIFTY 200
2024-11-21,442.8,23349.9,0.03,VEDL,NIFTY 200
2024-11-21,944.05,23349.9,-0.09,ZYDUSLIFE,NIFTY 200
2024-11-21,19.13,23349.9,-0.11,YESBANK,NIFTY 200
2024-11-21,1493.05,23349.9,0.06,UNITDSPR,NIFTY 200
2024-11-21,4767.85,23349.9,-0.11,HEROMOTOCO,NIFTY 200
2024-11-21,5977.1,23349.9,0.23,DIVISLAB,NIFTY 200
2024-11-21,1295.4,23349.9,-0.24,COCHINSHIP,NIFTY 200
2024-11-21,593.9,23349.9,-0.11,AUBANK,NIFTY 200
2024-11-21,9973.5,23349.9,-0.02,SOLARINDS,NIFTY 200
2024-11-21,1204.9,23349.9,-0.16,CHOLAFIN,NIFTY 200
2024-11-21,360.1,23349.9,-0.09,HINDPETRO,NIFTY 200
2024-11-21,1220.0,23349.9,-0.14,AUROPHARMA,NIFTY 200
2024-11-21,1139.15,23349.9,0.04,AXISBANK,NIFTY 200
2024-11-21,683.9,23349.9,0.04,SONACOMS,NIFTY 200
2024-11-21,4214.1,23349.9,0.02,HDFCAMC,NIFTY 200
2024-11-21,421.85,23349.9,-0.2,RVNL,NIFTY 200
2024-11-21,115.22,23349.9,0.02,UNIONBANK,NIFTY 200
2024-11-21,1741.2,23349.9,0.13,HDFCBANK,NIFTY 200
2024-11-21,5604.75,23349.9,-0.05,ALKEM,NIFTY 200
2024-11-21,4551.6,23349.9,-0.1,SUPREMEIND,NIFTY 200
2024-11-21,10420.95,23349.9,0.07,BAJAJHLDNG,NIFTY 200
2024-11-21,346.35,23349.9,-0.1,DELHIVERY,NIFTY 200
2024-11-21,4138.7,23349.9,-0.04,PIIND,NIFTY 200
2024-11-21,3622.9,23349.9,-0.28,DMART,NIFTY 200
2024-11-21,65.33,23349.9,-0.06,SUZLON,NIFTY 200
2024-11-21,9505.0,23349.9,-0.06,BAJAJ-AUTO,NIFTY 200
2024-11-21,79.38,23349.9,-0.11,NHPC,NIFTY 200
2024-11-21,1675.5,23349.9,-0.02,VOLTAS,NIFTY 200
2024-11-21,210.88,23349.9,0.22,FEDERALBNK,NIFTY 200
2024-11-21,266.81,23349.9,0.08,ZOMATO,NIFTY 200
2024-11-21,1649.85,23349.9,-0.02,PRESTIGE,NIFTY 200
2024-11-21,1440.5,23349.9,0.1,APLAPOLLO,NIFTY 200
2024-11-21,360.2,23349.9,0.01,POONAWALLA,NIFTY 200
2024-11-21,626.75,23349.9,0.1,VBL,NIFTY 200
2024-11-21,1366.4,23349.9,0.22,BHARTIHEXA,NIFTY 200
2024-11-21,3543.6,23349.9,-0.03,TIINDIA,NIFTY 200
2024-11-21,6.91,23349.9,-0.44,IDEA,NIFTY 200
2024-11-21,476.15,23349.9,-0.2,ADANIPOWER,NIFTY 200
2024-11-21,1582.35,23349.9,0.01,TORNTPOWER,NIFTY 200
2024-11-21,697.25,23349.9,-0.26,ADANIENSOL,NIFTY 200
2024-11-21,1145.7,23349.9,-0.34,ADANIGREEN,NIFTY 200
2024-11-21,780.75,23349.9,0.06,SBIN,NIFTY 50
2024-11-21,6465.65,23349.9,-0.06,BAJFINANCE,NIFTY 50
2024-11-21,3178.45,23349.9,-0.08,TITAN,NIFTY 50
2024-11-21,4072.85,23349.9,-0.02,TCS,NIFTY 50
2024-11-21,911.7,23349.9,-0.18,TATACONSUM,NIFTY 50
2024-11-21,1223.0,23349.9,-0.11,RELIANCE,NIFTY 50
2024-11-21,1836.35,23349.9,0.12,HCLTECH,NIFTY 50
2024-11-21,10954.85,23349.9,0.02,ULTRACEMCO,NIFTY 50
2024-11-21,325.9,23349.9,0.06,POWERGRID,NIFTY 50
2024-11-21,6460.45,23349.9,-0.03,TRENT,NIFTY 50
2024-11-21,1525.15,23349.9,0.06,BHARTIARTL,NIFTY 50
2024-11-21,773.85,23349.9,-0.2,TATAMOTORS,NIFTY 50
2024-11-21,557.15,23349.9,0.16,WIPRO,NIFTY 50
2024-11-21,1702.25,23349.9,0.15,TECHM,NIFTY 50
2024-11-21,356.15,23349.9,-0.02,NTPC,NIFTY 50
2024-11-21,2382.8,23349.9,-0.13,HINDUNILVR,NIFTY 50
2024-11-21,6742.5,23349.9,0.05,APOLLOHOSP,NIFTY 50
2024-11-21,2534.85,23349.9,-0.0,GRASIM,NIFTY 50
2024-11-21,2183.65,23349.9,-0.21,ADANIENT,NIFTY 50
2024-11-21,1114.65,23349.9,-0.17,ADANIPORTS,NIFTY 50
2024-11-21,275.45,23349.9,0.04,BEL,NIFTY 50
2024-11-21,1569.25,23349.9,-0.1,BAJAJFINSV,NIFTY 50
2024-11-21,4882.1,23349.9,0.1,EICHERMOT,NIFTY 50
2024-11-21,406.0,23349.9,-0.1,COALINDIA,NIFTY 50
2024-11-21,2428.15,23349.9,-0.21,ASIANPAINT,NIFTY 50
2024-11-21,140.22,23349.9,0.0,TATASTEEL,NIFTY 50
2024-11-21,674.4,23349.9,-0.02,HDFCLIFE,NIFTY 50
2024-11-21,1195.35,23349.9,-0.04,DRREDDY,NIFTY 50
2024-11-21,1780.0,23349.9,0.04,SUNPHARMA,NIFTY 50
2024-11-21,2802.2,23349.9,-0.1,SHRIRAMFIN,NIFTY 50
2024-11-21,242.15,23349.9,-0.13,ONGC,NIFTY 50
2024-11-21,1465.5,23349.9,-0.03,CIPLA,NIFTY 50
2024-11-21,282.4,23349.9,-0.13,BPCL,NIFTY 50
2024-11-21,4803.35,23349.9,-0.14,BRITANNIA,NIFTY 50
2024-11-21,1477.95,23349.9,-0.17,SBILIFE,NIFTY 50
2024-11-21,648.05,23349.9,0.05,HINDALCO,NIFTY 50
2024-11-21,4767.85,23349.9,-0.11,HEROMOTOCO,NIFTY 50
2024-11-21,1139.15,23349.9,0.04,AXISBANK,NIFTY 50
2024-11-21,1741.2,23349.9,0.13,HDFCBANK,NIFTY 50
2024-11-21,9505.0,23349.9,-0.06,BAJAJ-AUTO,NIFTY 50
2024-11-21,675.5,23349.9,0.0,PRAJIND,NIFTY 500
2024-11-21,1426.9,23349.9,-0.2,RAYMOND,NIFTY 500
2024-11-21,528.0,23349.9,-0.08,SWANENERGY,NIFTY 500
2024-11-21,4693.3,23349.9,-0.06,FINEORG,NIFTY 500
2024-11-21,29.52,23349.9,-0.24,EASEMYTRIP,NIFTY 500
2024-11-21,190.33,23349.9,-0.12,SPARC,NIFTY 500
2024-11-21,206.29,23349.9,-0.12,SCI,NIFTY 500
2024-11-21,1516.95,23349.9,-0.03,SOBHA,NIFTY 500
2024-11-21,186.24,23349.9,-0.22,CASTROLIND,NIFTY 500
2024-11-21,7515.35,23349.9,0.08,NAUKRI,NIFTY 500
2024-11-21,168.26,23349.9,-0.2,GPPL,NIFTY 500
2024-11-21,845.4,23349.9,0.44,PAYTM,NIFTY 500
2024-11-21,2704.8,23349.9,0.01,GODREJPROP,NIFTY 500
2024-11-21,1534.25,23349.9,-0.06,PHOENIXLTD,NIFTY 500
2024-11-21,453.35,23349.9,-0.08,PFC,NIFTY 500
2024-11-21,609.65,23349.9,-0.25,AKUMS,NIFTY 500
2024-11-21,271.95,23349.9,-0.06,NCC,NIFTY 500
2024-11-21,1147.9,23349.9,0.33,VIJAYA,NIFTY 500
2024-11-21,486.05,23349.9,-0.18,OIL,NIFTY 500
2024-11-21,538.0,23349.9,-0.05,HBLPOWER,NIFTY 500
2024-11-21,780.75,23349.9,0.06,SBIN,NIFTY 500
2024-11-21,710.75,23349.9,0.02,CCL,NIFTY 500
2024-11-21,4962.2,23349.9,-0.12,CRAFTSMAN,NIFTY 500
2024-11-21,6465.65,23349.9,-0.06,BAJFINANCE,NIFTY 500
2024-11-21,103.44,23349.9,-0.12,SJVN,NIFTY 500
2024-11-21,3178.45,23349.9,-0.08,TITAN,NIFTY 500
2024-11-21,161.2,23349.9,-0.05,DEVYANI,NIFTY 500
2024-11-21,773.95,23349.9,-0.0,DLF,NIFTY 500
2024-11-21,484.15,23349.9,-0.18,AMBUJACEM,NIFTY 500
2024-11-21,96.37,23349.9,-0.06,PNB,NIFTY 500
2024-11-21,11141.9,23349.9,0.09,OFSS,NIFTY 500
2024-11-21,4072.85,23349.9,-0.02,TCS,NIFTY 500
2024-11-21,2753.1,23349.9,0.03,CEATLTD,NIFTY 500
2024-11-21,911.7,23349.9,-0.18,TATACONSUM,NIFTY 500
2024-11-21,1223.0,23349.9,-0.11,RELIANCE,NIFTY 500
2024-11-21,355.2,23349.9,-0.01,EIHOTEL,NIFTY 500
2024-11-21,1836.35,23349.9,0.12,HCLTECH,NIFTY 500
2024-11-21,861.45,23349.9,-0.24,CREDITACC,NIFTY 500
2024-11-21,2027.2,23349.9,-0.12,ACC,NIFTY 500
2024-11-21,545.4,23349.9,-0.07,BSOFT,NIFTY 500
2024-11-21,914.95,23349.9,0.17,RAMCOCEM,NIFTY 500
2024-11-21,366.5,23349.9,-0.03,GICRE,NIFTY 500
2024-11-21,228.5,23349.9,0.04,BANKBARODA,NIFTY 500
2024-11-21,498.8,23349.9,-0.09,RHIM,NIFTY 500
2024-11-21,24052.85,23349.9,-0.0,SHREECEM,NIFTY 500
2024-11-21,10954.85,23349.9,0.02,ULTRACEMCO,NIFTY 500
2024-11-21,6408.35,23349.9,0.03,POLYCAB,NIFTY 500
2024-11-21,3983.45,23349.9,-0.09,HAL,NIFTY 500
2024-11-21,6641.65,23349.9,0.08,SIEMENS,NIFTY 500
2024-11-21,325.9,23349.9,0.06,POWERGRID,NIFTY 500
2024-11-21,227.94,23349.9,-0.07,BHEL,NIFTY 500
2024-11-21,1263.95,23349.9,-0.07,SIGNATURE,NIFTY 500
2024-11-21,490.95,23349.9,-0.11,RECLTD,NIFTY 500
2024-11-21,1713.9,23349.9,-0.04,ASTRAL,NIFTY 500
2024-11-21,6460.45,23349.9,-0.03,TRENT,NIFTY 500
2024-11-21,361.35,23349.9,-0.17,TRIVENI,NIFTY 500
2024-11-21,711.3,23349.9,0.14,CGPOWER,NIFTY 500
2024-11-21,381.95,23349.9,-0.11,CROMPTON,NIFTY 500
2024-11-21,1525.15,23349.9,0.06,BHARTIARTL,NIFTY 500
2024-11-21,76.85,23349.9,-0.1,GMRINFRA,NIFTY 500
2024-11-21,170.56,23349.9,-0.29,NIACL,NIFTY 500
2024-11-21,3721.55,23349.9,0.01,BEML,NIFTY 500
2024-11-21,321.6,23349.9,-0.06,GMDCLTD,NIFTY 500
2024-11-21,728.05,23349.9,-0.04,SUNTV,NIFTY 500
2024-11-21,769.95,23349.9,-0.13,CONCOR,NIFTY 500
2024-11-21,846.9,23349.9,0.01,SYNGENE,NIFTY 500
2024-11-21,1000.35,23349.9,-0.12,GODREJIND,NIFTY 500
2024-11-21,663.05,23349.9,0.01,ACI,NIFTY 500
2024-11-21,14995.45,23349.9,0.29,DIXON,NIFTY 500
2024-11-21,755.65,23349.9,0.03,SCHNEIDER,NIFTY 500
2024-11-21,94.46,23349.9,-0.03,CANBK,NIFTY 500
2024-11-21,808.4,23349.9,-0.11,FACT,NIFTY 500
2024-11-21,822.65,23349.9,0.01,CANFINHOME,NIFTY 500
2024-11-21,1054.95,23349.9,0.06,PEL,NIFTY 500
2024-11-21,323.1,23349.9,-0.09,BIOCON,NIFTY 500
2024-11-21,2369.65,23349.9,-0.11,GLAXO,NIFTY 500
2024-11-21,773.85,23349.9,-0.2,TATAMOTORS,NIFTY 500
2024-11-21,465.5,23349.9,-0.17,BERGEPAINT,NIFTY 500
2024-11-21,544.85,23349.9,-0.13,GRANULES,NIFTY 500
2024-11-21,165.86,23349.9,-0.09,BANDHANBNK,NIFTY 500
2024-11-21,557.15,23349.9,0.16,WIPRO,NIFTY 500
2024-11-21,481.3,23349.9,0.0,APOLLOTYRE,NIFTY 500
2024-11-21,38.36,23349.9,-0.13,RENUKA,NIFTY 500
2024-11-21,201.19,23349.9,-0.15,HUDCO,NIFTY 500
2024-11-21,569.2,23349.9,-0.32,CHENNPETRO,NIFTY 500
2024-11-21,1702.25,23349.9,0.15,TECHM,NIFTY 500
2024-11-21,384.55,23349.9,-0.14,PCBL,NIFTY 500
2024-11-21,4368.75,23349.9,0.08,THERMAX,NIFTY 500
2024-11-21,1283.8,23349.9,-0.01,EMCURE,NIFTY 500
2024-11-21,356.15,23349.9,-0.02,NTPC,NIFTY 500
2024-11-21,2382.8,23349.9,-0.13,HINDUNILVR,NIFTY 500
2024-11-21,27114.7,23349.9,-0.03,ABBOTINDIA,NIFTY 500
2024-11-21,1080.0,23349.9,-0.12,BIRLACORPN,NIFTY 500
2024-11-21,2031.3,23349.9,-0.11,GRINDWELL,NIFTY 500
2024-11-21,284.4,23349.9,-0.03,ABFRL,NIFTY 500
2024-11-21,188.3,23349.9,-0.08,GAIL,NIFTY 500
2024-11-21,1768.0,23349.9,0.11,COROMANDEL,NIFTY 500
2024-11-21,6742.5,23349.9,0.05,APOLLOHOSP,NIFTY 500
2024-11-21,4103.6,23349.9,-0.09,SUNDARMFIN,NIFTY 500
2024-11-21,1827.95,23349.9,-0.06,UBL,NIFTY 500
2024-11-21,218.9,23349.9,-0.04,ASHOKLEY,NIFTY 500
2024-11-21,462.5,23349.9,-0.01,GRAPHITE,NIFTY 500
2024-11-21,253.0,23349.9,0.03,NLCINDIA,NIFTY 500
2024-11-21,3101.95,23349.9,-0.03,TORNTPHARM,NIFTY 500
2024-11-21,339.45,23349.9,0.17,FSL,NIFTY 500
2024-11-21,2534.85,23349.9,-0.0,GRASIM,NIFTY 500
2024-11-21,6760.8,23349.9,-0.05,ABB,NIFTY 500
2024-11-21,448.15,23349.9,-0.05,SAREGAMA,NIFTY 500
2024-11-21,7329.7,23349.9,-0.04,BLUEDART,NIFTY 500
2024-11-21,2619.2,23349.9,-0.05,DEEPAKNTR,NIFTY 500
2024-11-21,469.0,23349.9,-0.28,SWSOLAR,NIFTY 500
2024-11-21,5131.3,23349.9,-0.11,PFIZER,NIFTY 500
